,battery,waste_supply,heat_storage_small,wind_offshore,open_field_pv,biofuel_supply,electrolysis,heat_storage_big,roof_mounted_pv,hydrogen_storage,wind_onshore
33,0.7896201808100461,0.45818784617569297,0.3272771596168239,0.8149191084453232,0.8052904483347134,0.1267589794279942,0.43669360973173943,0.4744780407804924,0.9792643838509216,0.9998591228333455,0.7245691750254284
34,0.053686975887927146,0.4584849158124088,0.33435575393321926,0.4656951519666267,0.28021953641678066,0.495735110768469,0.07013145184028513,0.47731780025032633,0.07299260485884462,0.9999665575592672,0.15285303865005972
35,0.05629967735737251,0.45872158292748777,0.35452189648061017,0.42599830223409885,0.19210296045776565,0.5690957325016202,0.061933704112626886,0.4711198347175055,0.802869859126927,0.9995491058422009,0.24424471824460392
36,0.07642219419386342,0.45872095031333515,0.3728536348447554,0.47066166420389954,0.23266517793824415,0.5552339358723917,0.0714149512192307,0.4294876309645883,0.018955942348216848,0.9999824045665411,0.24078058237550093
37,0.05749801944199062,0.4583782941790093,0.3253551699933821,0.5632619943472504,0.3106399378052287,0.5104269279360063,0.0639373412443397,0.41486010797676454,1,0.9993197278911564,0.21593632676614904
38,0.057499280978782985,0.4587375223823218,0.30648463278701943,0.4576168351312111,0.11631846046337535,0.47644980279305793,0.07572893050510054,0.44394964470414044,0.046717476285602966,0.9998999747463123,0.20641864021988132
39,0.053686975887927146,0.4584849158124088,0.33435575393321926,0.4656951519666267,0.28021953641678066,0.495735110768469,0.07013145184028513,0.47731780025032633,0.07299260485884462,0.9999665575592672,0.15285303865005972
40,0.040282399661344725,0.4585573229827534,0.32512487920537425,0.42699445789724133,0.11697760545509384,0.2800111797524235,0.07110176205781338,0.4602932417753721,0.03375868470334442,0.9999779481804976,0.18690608018293187
41,0.9742491833222093,0.45864927206649553,0.30452885190221035,0.4663203674109885,0.18857250438979656,0.5820429369294964,0.15761593166351684,0.41727373915322075,0.08229360681621212,1.0,0.24276954630836156
42,0.9880275766220471,0.458680172826872,0.30644791417780004,0.4342338554242152,0.280193635256317,0.5819778779561683,0.13826165785326272,0.4393833657690087,0.09493435294416319,0.7711918044969966,0.20994033539421153
43,0.05394812212591915,0.45847752608246617,0.32522686313609594,0.4501100371711486,0.3264459357408135,0.3765194562505475,0.06994284582551635,0.47959267721016985,0.05738804390727037,1,0.16416025150695623
44,0.05018220128707296,0.4586823351687198,0.3382579535743543,0.39001471286151546,0.1381310152671711,0.411266404453305,0.03217790588656366,0.4305983877375117,0.02038826011153394,0.9999589510628254,0.22436225356024297
45,0.06457898520041339,0.45872853518999124,0.31295495917122196,0.4544815890714572,0.1240338748245684,0.4184161362676635,0.06790831343228876,0.4452924922978465,0.03114330358152595,0.9999820607898801,0.21537609087176413
46,0.05018220128707296,0.4586823351687198,0.3382579535743543,0.39001471286151546,0.1381310152671711,0.411266404453305,0.03217790588656366,0.4305983877375117,0.02038826011153394,0.9999589510628254,0.22436225356024297
47,0.05275590982092515,0.4584685521876407,0.33429437803909534,0.4656979495842196,0.28021561733125344,0.5049252818538089,0.07014097890349291,0.47748297621027735,0.08318678227284892,0.9999632742414616,0.15285543362566412
48,0.07755728312243093,0.4588724755226833,0.3102699487030699,0.47009098929328674,0.14364127935857984,0.431174361056635,0.05374232127278422,0.411559176319249,0.04768476722664006,1.0,0.19910443137901312
49,0.0697816484847309,0.45906309027223924,0.3091367691536222,0.4262425800538924,0.22605540641906485,0.6080964828961779,0.07270020333227234,0.3254727939422217,0.04397161736226818,0.9996444335126752,0.12621126318848452
50,0.7293430976911682,0.4581894220791214,0.32257077799655476,0.8061026220932824,0.8145392748093505,0.4819328453677253,0.38555251090314735,0.4752309652468989,0.9803331995749726,0.996626226915142,0.646303904090915
51,0.03752674938675138,0.4585896758413537,0.3380208411565637,0.44967073843797445,0.10886708724284666,0.4892916117700672,0.06332687782921498,0.46634336609050275,0.05136474714600536,1.0,0.14189890849790354
52,0.07980474869920173,0.4584690962062219,0.9504320559392585,0.41627170543726755,0.15518799931499805,0.2347871581895793,0.055194134468801725,0.4616698616937973,0.028226512389513014,1.0,0.19964989951994783
53,0.04366686375070106,0.4587002448486951,0.32385997547227763,0.467552086809248,0.13360494585566962,0.484082402110824,0.07664944895068382,0.41904065776526334,1,0.9999349273172382,0.20132839839557992
54,0.06158363341201767,0.4584571332485706,0.3153472923063676,0.49927517555291556,0.2856312023503206,0.5546755900201192,0.06066594504924572,0.34579423524701336,0.9865745969148708,0.9999156542244934,0.14360914772723743
55,0.046702699688019766,0.4585450366083368,0.3200103881442461,0.39602466836181116,0.13255420620225045,0.20654425867100024,0.051441150969759764,0.468402910003493,0.024082677663830543,0.9999694874713041,0.2059947064158667
56,0.06828579009952918,0.4584987864776372,0.33317507992258055,0.4626184157120966,0.2668324963869487,0.5794523860796303,0.06913141919976884,0.4652985991445261,0.035461622752402944,0.9995503031994197,0.15954106417438918
57,0.058973697563516336,0.4584010573728541,0.3072237233955285,0.7820079481370161,0.2736877011809349,0.5467702803611926,0.09776317140581348,0.47448609185880386,1,0.9989886567473429,0.22980901662004305
58,0.07101597729904596,0.4591475228391909,0.31773648458935466,0.4204268260702597,0.28819147869781747,0.5977594133947348,0.06240406697999068,0.31533057721441704,0.7437269989963274,0.9999692074440528,0.14675829443217236
59,0.04728932513532935,0.45867449394624693,0.3414775097289712,0.45742825660855424,0.16462535256121946,0.4523625031575812,0.07138121956276389,0.4454042022187852,0.026866665631100073,1.0,0.17399934675702933
60,0.05550151215897847,0.4586991086486415,0.30647166376239277,0.4575934923705268,0.11631064724894657,0.474772273726215,0.07568494353546329,0.44411624461250876,0.046630590896040824,0.9994227565210172,0.206429846781659
61,0.046702699688019766,0.4585450366083368,0.3200103881442461,0.39602466836181116,0.13255420620225045,0.20654425867100024,0.051441150969759764,0.468402910003493,0.024082677663830543,0.9999694874713041,0.2059947064158667
62,0.031872895350711694,0.4583523986147596,0.3405969569319476,0.5185014307978149,0.29746990814697394,0.16453152647604852,0.051394695743709584,0.4781954340315073,0.9249964328729641,0.9999514448899501,0.19271115479129586
63,0.08861754847426162,0.45863406985960387,0.9022057990687564,0.4372899491162616,0.13514914367376185,0.4224279852806493,0.08040103576513191,0.4385989712483924,0.047185889027553496,1.0,0.21656613489234933
64,0.05674967469355596,0.4585408172337,0.312853143515074,0.46334735523708825,0.11095637382177748,0.5583898040120592,0.07790213077776953,0.7868768876454447,0.04377631016820971,0.7734581623780002,0.20427011789434357
65,0.05998222244262119,0.45874864249885283,0.31212503075658604,0.4574572418499767,0.14222446281554513,0.4113368085825744,0.07355562023913542,0.44510972004646265,0.03180349500277413,0.9999086213178545,0.21555727045258422
66,0.054166517329096164,0.45868498605159713,0.3144075023735803,0.4386567041486741,0.1595133094313106,0.5181563409002123,0.06723335723878754,0.4455019430172983,0.0340230624107718,0.9996631461116696,0.2557893934132428
67,0.04728272595911176,0.4586512516917941,0.30870527249622093,0.4392014968379623,0.16926117300691979,0.41654668555426855,0.05230650390527891,0.4564607427113073,0.02897125963540248,0.9998573403858394,0.23677781859888825
68,0.049813986451945236,0.45870965251898077,0.341804306890533,0.45738661751606735,0.1646942833915057,0.4501456338489215,0.07141964351570484,0.4452020994221172,0.027588950627518982,0.9995406522737712,0.17406185954428
69,0.053686975887927146,0.4584849158124088,0.33435575393321926,0.4656951519666267,0.28021953641678066,0.495735110768469,0.07013145184028513,0.47731780025032633,0.07299260485884462,0.9999665575592672,0.15285303865005972
70,0.03752674938675138,0.4585896758413537,0.3380208411565637,0.44967073843797445,0.10886708724284666,0.4892916117700672,0.06332687782921498,0.46634336609050275,0.05136474714600536,1.0,0.14189890849790354
71,0.05917602743771244,0.4590353399821452,0.3206877621437896,0.4442286286230599,0.16661592570021733,0.6306742735009117,0.06259855651739299,0.46194868713563586,0.03772421177882601,0.9998625120636165,0.27088911282688966
72,0.05650238895955917,0.4585064880308857,0.33965354048852114,0.4490648588446179,0.13705194697843281,0.43385011619004654,0.0675992853734595,0.4731485361471073,0.06367123554721155,0.9999762359626811,0.15991743642320888
73,0.03446205231951349,0.4585672890531568,0.3461804317759797,0.4974963575039567,0.2421219465492629,0.8826391615381755,0.051200996802701404,0.47431259932692127,0.9051776922316898,0.999962173886255,0.1908199851446153
74,0.04383162854880618,0.45878626153143964,0.314879475027677,0.4692435460351446,0.17908533026564855,0.49626163604042073,0.06802819544633265,0.42967922731593544,0.03611251530608783,0.9995831369848117,0.2043886736529691
75,0.046459796959002486,0.45861243709304866,0.32782808641014705,0.4613719623169984,0.10102572909204799,0.49025654229361704,0.054256973970698064,0.4679661403735651,0.057253430562964724,1,0.15918460622337471
76,0.055531675603247344,0.45902876941797344,0.3295600625602866,0.4436130167867587,0.14856735864728488,0.6306989950451387,0.08587809006704705,0.4638624447559103,0.020726300600946268,0.9999291414429679,0.2571343977969014
77,0.04961003078505011,0.4587503383168007,0.37835550236536153,0.4689922629836568,0.15838952262191486,0.3403911859965283,0.07240145248738827,0.44827186034884514,0.015755788107654767,0.9994170100038179,0.2218705878779117
78,0.9451830194012193,0.49723301986122426,0.8918485873607022,0.912007878332006,0.420984283074909,0.509592918710563,0.28779077048802015,0.9732495782700332,0.962919613789711,1,0.27176818487793597
79,0.9548925492376591,0.49498635417005,0.8949145393733631,0.9103455493494068,0.4260210786965335,0.49777363618373005,0.2870822731988749,0.9699245790202389,0.9619875790236398,0.999795912378064,0.2661141010764958
80,0.057499280978782985,0.4587375223823218,0.30648463278701943,0.4576168351312111,0.11631846046337535,0.47644980279305793,0.07572893050510054,0.44394964470414044,0.046717476285602966,0.9998999747463123,0.20641864021988132
81,1,0.4581933196311413,0.9959463866572963,0.6327407153503903,0.5608850925510038,0.5700503066974875,0.12523508750419288,0.8247769438291443,0.8245445716246936,1,0.3225442190694717
82,0.06893959935404192,0.45827607079114085,0.33459019205206597,0.57629987539406,0.3127479845994494,0.49636413092840326,0.06336906072659976,0.4277577805597377,1,0.9993740421069613,0.42191465980941045
83,0.9296944111870926,0.502614154100357,0.8947603371674386,0.9153931181283543,0.41115027536464865,0.5094162966976268,0.28069365270554225,0.9697414478978034,0.9603961918440668,0.9998315106673573,0.26335994165149135
84,0.173934606829644,0.45907863905758217,0.3127591344498223,0.42844968420741414,0.25124017621510797,0.5672484962531674,0.10728946297824404,0.45554390414153634,0.016258366109716094,0.9996683673469388,0.20588873718589407
85,0.05628495556290691,0.4586724449671018,0.3201208996567495,0.4094087985541206,0.18631532647462223,0.4456558925321066,0.05138838299151571,0.4416355095601193,0.029111929166640294,0.9999534015870643,0.24508024485558477
86,0.05627567250497911,0.4590553710563121,0.31984206286179495,0.432013150698651,0.23066395346773705,0.6117934711756201,0.05726277529152235,0.326677559497058,0.041500740507240175,1.0,0.14713237830669534
87,0.058928618507345765,0.4589182180482152,0.3386324746429943,0.43652457490626173,0.15145424705926924,0.6307144624917693,0.07972400242655442,0.47068728187652475,0.04183626382186656,0.9970462882166011,0.1780757696072549
88,0.7293430976911682,0.4581894220791214,0.32257077799655476,0.8061026220932824,0.8145392748093505,0.4819328453677253,0.38555251090314735,0.4752309652468989,0.9803331995749726,0.996626226915142,0.646303904090915
89,1,0.45846868600906143,0.3422832104161375,0.4512274204006066,0.33579878844803535,0.5023850650058496,0.06590521891662193,0.4795407744889585,0.09467599291802031,1.0,0.1740675489568736
90,0.06945663875768326,0.4389977094708206,0.34587671540508225,0.9919785949806654,0.12820320453436462,0.6775193247846278,0.1212308193814482,0.47154856691393443,0.02696762925171703,0.9999764254846405,0.24411115975826014
91,0.031872895350711694,0.4583523986147596,0.3405969569319476,0.5185014307978149,0.29746990814697394,0.16453152647604852,0.051394695743709584,0.4781954340315073,0.9249964328729641,0.9999514448899501,0.19271115479129586
92,0.02834699007315178,0.45832181462218013,0.35692241540228975,0.5232176760486148,0.2889567988456768,0.4021668212085524,0.050932560670854055,0.486625730216236,0.9222933024814759,0.9999344115089546,0.2604655653011656
93,0.05531042762126592,0.4586698393075954,0.33614421418169915,0.41894312394137734,0.1835936413585414,0.45500374200485594,0.06420459442897564,0.4734397155610224,0.7440542212955077,0.9994845979717759,0.26257480008130063
94,0.053686975887927146,0.4584849158124088,0.33435575393321926,0.4656951519666267,0.28021953641678066,0.495735110768469,0.07013145184028513,0.47731780025032633,0.07299260485884462,0.9999665575592672,0.15285303865005972
95,0.05018220128707296,0.4586823351687198,0.3382579535743543,0.39001471286151546,0.1381310152671711,0.411266404453305,0.03217790588656366,0.4305983877375117,0.02038826011153394,0.9999589510628254,0.22436225356024297
96,0.06800943281480964,0.4586111675830632,0.3441854486581234,0.38440727269376684,0.22185118058583708,0.6000628091969098,0.05208380898173737,0.47684372663608177,0.9099670338599399,0.9999303450632246,0.22029134759918112
97,0.06538634717272196,0.45896009087104805,0.32365942945022363,0.47418420449131626,0.15207665075057608,0.8820878534223855,0.0847949124118762,0.4730480794273598,0.0546532263754288,1.0,0.21707836151154247
98,0.05457354329616204,0.45865848915124885,0.3225638790374271,0.44831845099136247,0.19167288515733305,0.5418273538125843,0.0733548650243856,0.4502263443295771,0.035040239688056696,0.9998241008849078,0.20496619474209798
99,0.04623811594553462,0.458544212277764,0.3210385355625952,0.40479487718859153,0.17923086820143208,0.20637250260143136,0.049741641861150265,0.4682998082615959,0.03685667658305658,0.9999486102278494,0.21472879857971405
100,0.979163503173045,0.4782601829561255,0.9127619631671214,0.8503122179657345,0.3672065601283123,0.5884981077786386,0.28215157411357283,0.9667556216801955,0.977543004390198,0.999650096911288,0.24920757414134131
101,0.9826289610687852,0.4587809887869787,0.30240089066172604,0.41056683119702275,0.18608237252368476,0.6143619552528987,0.18606587223832827,0.5090330418845618,0.7804056556358964,0.4760776496157836,0.21615324329285712
102,0.045247526849256814,0.45852009396928384,0.31792447669540247,0.44414165728493016,0.12632365467205509,0.5788766464681532,0.07390577765103346,0.4508201861421861,0.037850933469251724,0.9998252808852435,0.20148544206607566
103,0.05550151215897847,0.4586991086486415,0.30647166376239277,0.4575934923705268,0.11631064724894657,0.474772273726215,0.07568494353546329,0.44411624461250876,0.046630590896040824,0.9994227565210172,0.206429846781659
104,0.04361160204148273,0.45850239032051954,0.33323122509695846,0.44279788869505043,0.24223102601479463,0.39654566654944445,0.06842556139528988,0.47696037060635565,1,0.9999684386365751,0.14331852597932992
105,0.047793615015191526,0.45852765292541275,0.32063234454557965,0.443432350289362,0.16985742216185196,0.5787740615227973,0.05899774227698851,0.8059058592925119,0.028265536192287444,0.9103790560957883,0.24523345264493723
106,0.031872895350711694,0.4583523986147596,0.3405969569319476,0.5185014307978149,0.29746990814697394,0.16453152647604852,0.051394695743709584,0.4781954340315073,0.9249964328729641,0.9999514448899501,0.19271115479129586
107,0.9836510847045934,0.4588392983413131,0.27616198422371896,0.42940439506890304,0.1842165293229845,0.5939782710137298,0.1610709017863996,0.44944575615680793,0.6798862809956909,0.8516100192876558,0.20539854658781131
108,0.053686975887927146,0.4584849158124088,0.33435575393321926,0.4656951519666267,0.28021953641678066,0.495735110768469,0.07013145184028513,0.47731780025032633,0.07299260485884462,0.9999665575592672,0.15285303865005972
109,0.057629838933199284,0.4585771570344688,0.32568712862115345,0.4331321682655498,0.19473534981928942,0.21929374437312077,0.053875999239207495,0.4732789919643413,1,1.0,0.19187209346449408
110,0.23678885298249697,0.4589092585013652,0.3373270419435662,0.4468228906851758,0.2715316886861755,0.5897608630578687,0.0811126447893572,0.3728230433263122,0.02648910841043295,0.9997547095761381,0.22223999449802034
111,0.7293751873328145,0.4581765817164264,0.322591407310319,0.8367170039859434,0.8145378657864829,0.46940129021995647,0.4569690355830558,0.475249839084941,0.990537178935751,0.992486614899124,0.6667080416985286
112,1,0.45865984654790937,0.3308814854694099,0.4573450546916632,0.10726138809532282,0.4784539879622952,0.06105767722964239,0.46576656979033926,0.04175251858518625,1.0,0.17247496972514886
113,0.24476419314793252,0.4616115783842256,0.26137287996983694,0.42380107356816676,0.20901411300149675,0.6004143281275285,0.06232016563226728,0.4989680945187863,0.03224229315391913,0.9996441197327758,0.14332342940806775
114,1,0.4587354871783875,0.3061642026084719,0.3999710468872588,0.1717883504054627,0.4116617527954105,0.045599624949428375,0.42332665504251643,0.02468007626344859,1.0,0.25513677800251566
115,0.0583584099761848,0.4587633615588729,0.3078077446842571,0.3953550862227386,0.17873567864926831,0.40992676998764643,0.043893199061578514,0.4080208854047157,1,1.0,0.2368875741989942
116,0.03055069756974027,0.4582361184264234,0.33825806540616954,0.6514209513890925,0.3205595895816262,0.11991224291504587,0.056459142812094965,0.9572607559461778,0.9527972149339976,0.39731625730417497,0.21371985919818826
117,0.07933617940351767,0.45905094854545114,0.3438526887095844,1,0.13470940347735882,0.7888355283439448,0.1362333488275368,0.4712577403712013,0.11374999124986973,0.9999235174977162,0.2356762184684914
118,0.0991105890116365,0.4395166609410843,0.3383861229179481,0.3676345460096392,0.1404085291416719,0.5331441809802244,0.06551864507711003,0.38072443426302083,0.03337400211023789,0.9999060036111687,0.2523938784260312
119,0.6385297940231915,0.458186676164017,0.32067756801371905,0.8062561648297213,0.7868402501183497,0.4877138736788591,0.36382414027935484,0.47510636205212897,1,0.9958943289833402,0.6249325876096696
120,0.05702373070473832,0.4589320180839366,0.314818278181226,0.48557862879097247,0.14456949838316357,0.4134606082057647,0.07445167596805335,0.3919821462149051,0.07395098125232857,0.9997963885810812,0.20970311992131663
121,0.04728272595911176,0.4586512516917941,0.30870527249622093,0.4392014968379623,0.16926117300691979,0.41654668555426855,0.05230650390527891,0.4564607427113073,0.02897125963540248,0.9998573403858394,0.23677781859888825
122,0.7293430976911682,0.4581894220791214,0.32257077799655476,0.8061026220932824,0.8145392748093505,0.4819328453677253,0.38555251090314735,0.4752309652468989,0.9803331995749726,0.996626226915142,0.646303904090915
123,0.7293430976911682,0.4581894220791214,0.32257077799655476,0.8061026220932824,0.8145392748093505,0.4819328453677253,0.38555251090314735,0.4752309652468989,0.9803331995749726,0.996626226915142,0.646303904090915
124,0.046702699688019766,0.4585450366083368,0.3200103881442461,0.39602466836181116,0.13255420620225045,0.20654425867100024,0.051441150969759764,0.468402910003493,0.024082677663830543,0.9999694874713041,0.2059947064158667
125,1,0.5324321501300937,1,0.8850716260142121,0.4620288058380594,0.5254637079677608,0.3514776095683144,1,0.9689787364287787,1,0.2952014988370234
126,0.7446746352141304,0.5334383503096514,0.7465254219328881,0.8557302089335579,0.27884900586064376,0.6397614408797493,0.16321966267738908,0.93486814325974,0.9786930001236985,0.9254157154123824,0.25634922260929516
127,0.049813986451945236,0.45870965251898077,0.341804306890533,0.45738661751606735,0.1646942833915057,0.4501456338489215,0.07141964351570484,0.4452020994221172,0.027588950627518982,0.9995406522737712,0.17406185954428
128,0.0439845204112016,0.45862016970404695,0.3363494208868064,0.4483313444336142,0.12233217397158913,0.4602450821254158,0.05973095425926289,0.44436779845924956,0.03803596263370901,0.9999764025290651,0.1855591107804342
129,0.046698252130573326,0.45855607856779246,0.31990562101992637,0.40449022996951123,0.14008740565965971,0.2036676623613538,0.04955098928293955,0.46798688425041346,0.03675837805831572,1.0,0.21630776580216027
130,0.9507635501050236,0.4775216426973484,0.8822772568027214,0.9046923493908482,0.4314979880020646,0.5076498387905393,0.30437171185211664,1,0.9715173750063834,0.9998506178718589,0.27333610952727694
131,0.922339619004984,0.4581595208447474,0.3215568122482101,0.8778988869400733,0.8453681116024278,0.4211555781540719,0.1954008517217195,1,0.9904758760639677,0.21832005349682093,0.760500869718857
132,0.05823648816396054,0.45848213503922775,0.9389053370350624,0.4478714956458495,0.1155624768718212,0.4924286763912089,0.06202894684699645,0.4566207643416529,0.05247230347846532,0.9999237018586545,0.1504874842553311
133,0.07822187986080398,0.4585791179299703,0.9242856148468811,0.40258488128306913,0.1384112407089816,0.4436586232513242,0.03585392384943986,0.4257727275112976,0.019823890515674125,0.9995233280369782,0.19983418928113195
134,1,0.4583882359694872,0.9149907513730906,0.4425620783247065,0.1252134134860231,0.2442719432427256,0.04377528674867692,0.7492129029126925,0.029296074658680338,1,0.20750421020622167
135,0.031872895350711694,0.4583523986147596,0.3405969569319476,0.5185014307978149,0.29746990814697394,0.16453152647604852,0.051394695743709584,0.4781954340315073,0.9249964328729641,0.9999514448899501,0.19271115479129586
136,0.8266058386700281,0.4581799901032729,0.355984259637094,0.676843731563475,0.5664148668916422,0.23955128436759154,0.08537410315848504,0.9972483847388276,0.7997693044459232,0.2796461858603382,0.41829405069020553
137,0.05422602365232465,0.45871005703117707,0.31096046049566295,0.43448329387101403,0.12278627234147099,0.4934091437122681,0.055022356751741164,0.421342766342662,0.036460632532330006,0.9999426046840216,0.16898174855211512
138,0.04506646499231093,0.45863751264644004,0.33345034865304646,0.46905092347190913,0.09335573716337109,0.4892753182775419,0.05537863958327527,0.4623958123806825,0.05967756150224279,1.0,0.1546607829004114
139,0.948043482133747,0.4634680905782238,0.24575803231996152,0.3843709188272919,0.28785204009103604,0.6168729652635907,0.055478544914961736,0.5163687453324031,0.018996850008556,1.0,0.1674025777391348
140,0.06492294396228815,0.45878910993520583,0.3117814387369029,0.4563883953159519,0.15358082087867397,0.3839353630044545,0.07904467479169575,0.4454173861535934,0.033380366027227604,0.9654541162894381,0.2360940993219608
